date,INFY_sentiment
2024-06-25,0.028765078634023666
2024-07-02,0.0730034289881587
2024-07-03,0.22716369355718294
2024-07-12,0.3000307995826006
2024-07-18,0.0888085663318634
2024-07-19,-0.32744524131218594
2024-07-20,0.7200998682528734
2024-07-29,0.05998432356864214
2024-07-31,0.923390444368124
2024-08-19,-0.9651653915643692
2024-09-18,0.9010117622092366
2024-09-23,0.4598730467259884
2024-10-03,0.19327716063708067
2024-10-09,0.013444904237985611
2024-10-15,0.9056519605219364
2024-10-17,-0.42821478843688965
2024-10-18,-0.018366518802940844
2024-10-23,-0.2813132982701063
2024-10-31,0.03539521060883999
2024-11-05,-0.4719779887236655
2024-11-06,0.04190359450876713
2024-11-28,0.3180367909371853
2024-12-04,-0.5496803236504396
2024-12-09,-0.8910390175879002
2024-12-24,0.13040621764957905
2024-12-26,-0.3274369553352396
2024-12-28,-0.9162606373429298
2024-12-31,0.849114004522562
2025-01-02,-0.5003887433558702
2025-01-03,0.8892701230943203
2025-01-07,0.01472373679280281
2025-01-08,0.012784985825419426
2025-01-16,0.005312919616699219
2025-01-17,-0.2994620979297906
2025-01-19,-0.7616582580709031
2025-01-22,-0.9609919395297766
2025-01-29,0.32330646365880966
2025-01-31,0.7845934592187405
2025-02-06,-0.731876952573657
2025-02-28,0.7720595505088568
2025-03-06,-0.9496316462755203
2025-03-09,-0.5259040985256433
2025-03-11,0.910199049860239
2025-03-12,-0.47945171128958464
2025-03-13,-0.745320642987887
2025-03-17,-0.09016221901401877
2025-03-20,-0.0045237671583890915
2025-03-21,-0.025157012045383453
2025-03-22,-0.40065009612590075
2025-03-29,0.5501705296337605
2025-04-01,0.006605489179491997
2025-04-03,-0.40106482058763504
2025-04-05,-0.9471781884009639
2025-04-07,0.06199350394308567
2025-04-12,0.06512805074453354
2025-04-14,0.03297627344727516
2025-04-17,0.3922873002787431
2025-04-18,-0.5492540231373694
2025-04-21,-0.42617449164390564
2025-04-22,0.010254433223356804
2025-04-23,-0.018090195953845978
2025-05-11,-0.3185637705028057
2025-05-13,0.05490703973919153
2025-05-28,0.4508316144347191
2025-05-29,-0.7772517967969179
2025-06-02,0.006935190409421921
2025-06-03,0.7906472757458687
2025-06-08,0.2653316408395767
2025-06-22,0.024823926389217377
2025-06-23,0.2592114582657814
2025-07-01,0.004210028797388077
2025-09-05,0.8995898179709911
2025-09-08,-0.11237306147813797
2025-09-09,0.012024896529813608
2025-09-10,0.3675097981467843
2025-09-11,0.008490318432450294
2025-09-12,0.19753371365368366
2025-09-13,0.4161447807111674
2025-09-15,-0.011419964954257011
2025-09-16,-0.005766985937952995
2025-09-17,-0.007909324020147324
2025-09-20,0.008051101118326187
2025-09-22,-0.46271961461752653
2025-10-10,-0.8957755323499441
2025-10-16,0.8580936826765537
2025-10-17,0.9034316688776016
2025-10-22,-0.5583754910156131
2025-10-23,0.8832560330629349
2025-10-27,0.2478723623789847
2025-10-28,-0.9432789636775851
2025-11-06,0.011009179055690765
2025-11-07,0.023975025862455368
2025-11-10,0.025607476942241192
2025-11-11,0.7416449189186096
2025-11-13,-0.006396647542715073
2025-11-14,0.05514278821647167
2025-11-18,-0.16882680915296078
2025-11-19,0.8007677928544581
2025-11-20,0.28658198316891986
2025-11-21,0.5254559349268675
2025-11-22,0.043124946765601635
2025-11-26,-0.001317763701081276
2025-11-27,0.15533410664647818
2025-12-02,0.3481630082242191
2025-12-03,0.030637525022029877
2025-12-08,-0.04627763573080301
2025-12-13,0.04318040981888771
2025-12-14,0.0014709215611219406
2025-12-19,-0.02202688157558441
2025-12-20,0.23687254016598067
2025-12-22,-0.0730287383000056
2025-12-23,0.2266392596065998
