date,headline,source,sentiment
2021-03-18 07:00:00+00:00,"Union Bank, State Bank of India offer education loans at 6.8-6.85%",Moneycontrol,0.03454658668488264
2021-06-30 07:00:00+00:00,Government keeps interest rates on small savings schemes unchanged for Q2,The Times of India,-0.03371370583772659
2021-04-07 07:00:00+00:00,RBI Monetary Policy: Repo rate remains unchanged for the 5th time in a row,Elets BFSI,-0.41150474548339844
2021-04-07 07:00:00+00:00,Lower your return expectations from debt funds,Morningstar,-0.07252582907676697
2021-04-12 07:00:00+00:00,Unemployment rate rises as Covid-19 returns to haunt Indian economy,India Today,-0.08039367198944092
2021-06-15 07:00:00+00:00,India's jobless rate slides 8.7% in signs economy is turning around,Business Standard,-0.9171611480414867
2021-06-21 07:00:00+00:00,Can we Compare Bank Nifty with Interest Rate Spread to Find the Cyclical Movement?,Investing.com India,0.038843030110001564
2021-02-26 08:00:00+00:00,India’s economic recovery on track as COVID crisis slowly ebbs,Al Jazeera,0.5956617444753647
2021-06-29 07:00:00+00:00,Record high fuel prices put India's economy on slippery track. Here's why,India Today,-0.41152549535036087
2021-04-09 07:00:00+00:00,DCB Bank and Yes Bank offer the best interest rates on tax-saving deposits,Moneycontrol,0.23983745835721493
2021-01-26 08:00:00+00:00,"India’s GDP estimated to contract by 9.6% in 2020, may grow by 7.3% in 2021: UN report",Scroll.in,-0.031033337116241455
2021-05-24 07:00:00+00:00,India's threshold inflation level is 6 per cent: Fromer MPC member,The Economic Times,0.03397911787033081
2021-06-05 07:00:00+00:00,Is RBI’s Independence Waning?,ClearIAS,-0.5390166789293289
2021-04-19 07:00:00+00:00,"Punjab & Sind Bank, Central Bank of India offer the lowest rates on car loans",Moneycontrol,-0.2597722876816988
2021-01-08 08:00:00+00:00,SBI Home Loan: State Bank of India announces huge bonanza for homebuyers! Lowers interest rate up to 30 bps,Zee Business,0.7613055631518364
2021-06-04 07:00:00+00:00,RBI keeps policy rate unchanged for 6th time in a row,Telegraph India,-0.18837414681911469
2021-04-28 07:00:00+00:00,Will the Second Wave of COVID-19 and Inflation Turn the Interest Rate Cycle?,PersonalFN,-0.08738087117671967
2021-01-12 08:00:00+00:00,SBI Fixed Deposit Interest Rates Revised From January 2021,The Quint,-0.20526855438947678
2021-02-05 08:00:00+00:00,"RBI Monetary Policy Review: Repo Rate remains at 4%, reverse repo rate untouched at 3.35%",Elets BFSI,-0.31733881495893
2021-02-10 08:00:00+00:00,"How to Make Finance Cheaper, More Accessible for EVs in India",RMI,0.18753005284816027
2021-01-11 08:00:00+00:00,SBI FD: State Bank of India revises fixed deposit interest rate; check at sbi.co.in for latest update,Zee Business,-0.021548591554164886
2021-07-01 07:00:00+00:00,Small savings rates left unchanged,The Times of India,-0.17294853180646896
2021-06-17 07:00:00+00:00,"Union Bank, Central Bank of India offer the lowest interest rates on personal loans",Moneycontrol,-0.1083263773471117
2021-02-05 08:00:00+00:00,RBI announcements reflect its commitment to take economy on growth path: Industry experts,The Economic Times,0.2767969500273466
2021-04-04 07:00:00+00:00,Surge in Covid cases may prompt RBI to maintain status quo on rates,Mint,-0.569530539214611
2021-03-21 07:00:00+00:00,Why lenders no longer offer fixed rate home loan,Deccan Herald,-0.11907656490802765
2021-03-01 08:00:00+00:00,"India's recovery is 'here to stay,' economic advisor to Prime Minister Narendra Modi says",CNBC,0.7244953196495771
2021-01-08 08:00:00+00:00,Indian Economy: What Happened with the 3 Premises of Explosive Growth Rates?,Moneylife,-0.6364595368504524
2021-01-24 08:00:00+00:00,Choosing the frequency of an MCLR reset for your loan,The Hindu,-0.01728556677699089
2021-04-01 07:00:00+00:00,"Check interest rates on small savings schemes like PPF, NSC",India Today,-0.023779887706041336
2021-03-26 07:00:00+00:00,EXPLAINED | The 2013 Taper Tantrum and why its spectre is being raised again,Moneycontrol,-0.03227166831493378
2021-02-23 08:00:00+00:00,"Not SBI, these banks are offering cheapest personal loan - Union Bank, PNB, Central Bank of India and more",Zee Business,0.2730847531929612
2021-04-05 07:00:00+00:00,"SBI hikes interest rate on home loan, check revised rate",India TV News,-0.17178252339363098
2021-02-09 08:00:00+00:00,"Consumer price inflation: Compared to India, where do other countries stand?",CNBC TV18,-0.32386884465813637
2021-06-01 07:00:00+00:00,"Explained: India’s GDP fall, in perspective",The Indian Express,-0.9499535178765655
2021-04-13 07:00:00+00:00,Get Covid-19 vaccine to get higher interest rate on this scheme of Central Bank of India,India TV News,0.27480968460440636
2021-06-18 07:00:00+00:00,"Explained: Federal Reserve signals, and Indian markets",The Indian Express,-0.028905393555760384
2021-05-01 07:00:00+00:00,SBI cuts home loan interest rate to 6.7%,The Times of India,-0.5258843079209328
2021-04-19 07:00:00+00:00,"S-E Asia turns to India for maize on Myanmar unrest, surging freight rates",BusinessLine,-0.7217816114425659
2021-06-23 07:00:00+00:00,India’s gold market in May: retail demand collapsed amid COVID-induced lockdowns,World Gold Council,-0.9629423962906003
2021-04-01 07:00:00+00:00,"Interest rates on small saving schemes cut sharply: PPF to fetch 6.4%, NSC 5.9%",The Indian Express,-0.4549960494041443
2021-04-07 07:00:00+00:00,SBI Home Loan Interest Rates: IMPORTANT CLARIFICATION from State Bank of India,Zee Business,0.044650593772530556
2021-04-05 07:00:00+00:00,SBI hikes minimum interest rate on home loans. Check details,India Today,0.029021039605140686
2021-02-22 08:00:00+00:00,"Union Bank, Punjab National Bank offer the lowest interest rates on personal loans",Moneycontrol,-0.14325741864740849
2021-04-08 07:00:00+00:00,Looking Forward To Having Your Own House? Check Best Home Loan Interest Rates From These Banks,India.Com,0.03612140379846096
2021-01-29 08:00:00+00:00,India's GDP growth rate for 2019-20 revised downwards to 4% from 4.2%,Business Standard,0.3344438970088959
2021-03-10 08:00:00+00:00,Kotak Mahindra Bank and State Bank of India offer the lowest rates on home loans,Moneycontrol,-0.4384329617023468
2021-03-01 08:00:00+00:00,"Punjab & Sind Bank, Central Bank of India offer the cheapest car loans",Moneycontrol,0.44079675897955894
2021-02-02 08:00:00+00:00,Budget 2021: What it means for interest rates and debt fund investors,Moneycontrol,0.013003438711166382
2021-05-31 07:00:00+00:00,India economy seen growing at world's quickest rate despite Covid outbreak,Business Standard,0.9024961180984974
2021-06-10 07:00:00+00:00,"Kotak Mahindra Bank, Punjab & Sind Bank offer the lowest interest rates on home loans",Moneycontrol,-0.09456809423863888
2021-04-07 07:00:00+00:00,"SBI clarifies on home loan rates, says original interest rates restored",Mint,-0.005654916167259216
2021-01-31 08:00:00+00:00,The financial burden of weddings on India’s poorest families,Al Jazeera,-0.8797399364411831
2021-01-27 08:00:00+00:00,Fix inverted tariff structures to boost industrial growth in India,Mint,0.2299656281247735
2021-05-25 07:00:00+00:00,"Punjab and Sind Bank, Central Bank of India offer the lowest interest rates on car loans",Moneycontrol,-0.1530579775571823
2021-05-10 07:00:00+00:00,IndusInd Bank and RBL Bank offer the best interest rates on 1-year fixed deposits,Moneycontrol,0.16217978950589895
2021-06-07 07:00:00+00:00,Biden reinvigorates tariff war against India with retaliation against digital tax,The Economic Times,0.10064677894115448
2021-03-04 08:00:00+00:00,EPFO retains interest rate on deposits at 8.5%,The Times of India,0.012178950011730194
2021-03-02 08:00:00+00:00,State Bank of India reduces interest rates on home loans,Telegraph India,-0.5280930325388908
2021-01-18 08:00:00+00:00,"Punjab & Sind Bank, Central Bank of India offer the lowest interest rates on car loans",Moneycontrol,-0.09967263601720333
2021-04-23 07:00:00+00:00,"Bank of India, Punjab and Sind Bank offer the lowest rates on gold loans",Moneycontrol,-0.19059612229466438
2021-01-08 08:00:00+00:00,SBI Announces Interest Rate Concession on Home Loans Rates,India.Com,-0.0073591358959674835
2021-02-10 08:00:00+00:00,"Rationalisation in pricing, low interest rates – how will real estate reinvent itself in 2021?",Construction Week India,0.08369973488152027
2021-02-11 08:00:00+00:00,Should governments in emerging economies worry about their debt?,The Economist,-0.44980553537607193
2021-03-01 08:00:00+00:00,SBI reduces home loan rates to 6.7%,The Hindu,0.24367376416921616
2021-06-10 07:00:00+00:00,Gold loans: Bank of India and State Bank of India among those offering the lowest rates,Moneycontrol,-0.8829285390675068
2021-02-21 08:00:00+00:00,SBI car loans: Bring home your dream car with this State Bank of India offer,Zee Business,0.1915346011519432
2021-02-17 08:00:00+00:00,Why Indians are paying a bomb for fuel despite cheap crude prices,India Today,-0.09597229585051537
2021-07-01 07:00:00+00:00,"PPF, other small savings scheme interest rates kept steady for September quarter. Details here",Mint,-0.04030292108654976
2021-05-30 07:00:00+00:00,"RBI likely to retain benchmark interest rate on Friday, feel experts",India TV News,0.06260060146450996
2021-08-26 07:00:00+00:00,"India won't surprise markets with sudden rate hike, central bank governor says",CNBC,0.23030267655849457
2021-08-06 07:00:00+00:00,India cenbank holds rates but raises inflation forecast as taper pressure builds,Reuters,0.05705347657203674
2021-11-02 07:00:00+00:00,RBI maintains its accommodative stance and keeps its policy rate unchanged,World Gold Council,0.04961562342941761
2021-08-20 07:00:00+00:00,"[Under Section 45ZL of the Reserve Bank of India Act, 1934]",RBI,-0.020931920036673546
2021-12-08 08:00:00+00:00,RBI monetary policy | Repo rate remains unchanged at 4%,The Hindu,-0.006477396935224533
2021-08-09 07:00:00+00:00,RBI's Operation Twist: All You Need to Know about Operation Twist,Groww,0.007529003545641899
2021-08-06 07:00:00+00:00,"RBI holds repo rate; deposit rates may still go up, here’s what depositors should do",The Economic Times,0.009270425885915756
2021-07-18 07:00:00+00:00,Uptick in India’s headline inflation: A transitory phase,orfonline.org,-0.03305691480636597
2021-10-03 07:00:00+00:00,India’s inflation and interest rates through these past 10 years,PGurus,0.07495566457509995
2021-08-03 07:00:00+00:00,Will Reserve Bank of India's Quantitative Easing approach stimulate economic recovery?,Forbes India,0.7452542269602418
2021-07-09 07:00:00+00:00,Top 5 states with highest & lowest inflation in India,Yahoo Finance Singapore,-0.2859260216355324
2021-12-08 08:00:00+00:00,"India c.bank holds rates, sees growth as 'overarching priority'",Reuters,0.6792000755667686
2021-10-07 07:00:00+00:00,India estimated to grow at 8.3% in the current fiscal: World Bank,The Hindu,0.6053080167621374
2021-12-29 08:00:00+00:00,India's 2022: Capacity utilisation and economic revival,orfonline.org,0.31762966234236956
2021-10-08 07:00:00+00:00,India's cenbank holds rates; urges gov't to cut taxes on fuel,Reuters,-0.26126302778720856
2021-08-17 07:00:00+00:00,"Young Indians distrust China, Pakistan; rate pandemic, economy as big challenges",orfonline.org,-0.26706504821777344
2021-12-08 08:00:00+00:00,"Analysis | RBI cites 'considerable uncertainty', fragility of recovery in holding rates",The Hindu,-0.7288034595549107
2021-10-28 07:00:00+00:00,India re-appoints central bank governor Das for 3 more years,Reuters,-0.09204066917300224
2021-10-13 07:00:00+00:00,Bank FD to fetch negative real interest with elevated inflation,The Hindu,-0.5881765633821487
2021-09-06 07:00:00+00:00,"Union Bank, Central Bank of India offer the lowest rates on personal loans",Moneycontrol,-0.2535898592323065
2021-11-30 08:00:00+00:00,"India grows fastest among major economies, Omicron risks seen",Reuters,0.9091221131384373
2021-08-29 07:00:00+00:00,"India's economy ready for faster growth, says Ashima Goyal",The Economic Times,0.8691855706274509
2021-12-30 08:00:00+00:00,"Despite hikes, RBI would still be supportive on interest rates in 2022",Moneycontrol,0.8496664529666305
2021-08-17 07:00:00+00:00,"SBI cuts interest rates on retail loans, waives fees",The Times of India,-0.5897409953176975
2021-11-11 08:00:00+00:00,Banks allowed to offer interest rate on FCNR (B) deposits linked to ARR,BusinessLine,0.03523485455662012
2021-11-30 08:00:00+00:00,India’s economic recovery gathers pace as Omicron looms,Al Jazeera,0.6369186043739319
2021-08-20 07:00:00+00:00,Easy Money Fuels Inflation and World-Beating Stocks in India,Bloomberg.com,-0.29870206117630005
2021-08-07 07:00:00+00:00,RBI sees inflation rising but holds rates to fuel growth,The Times of India,0.11125157028436661
2021-12-13 08:00:00+00:00,India’s Wholesale Prices Unexpectedly Rise to Three-Decade High,Bloomberg.com,0.5881836265325546
2021-12-08 08:00:00+00:00,RBI Monetary Policy: Repo rate unchanged at 4% for the 9th consecutive time,The Indian Express,-0.20240413025021553
2021-08-10 07:00:00+00:00,What’s The Post-Pandemic New Normal For Interest Rates In India?,NDTV Profit,-0.09412364289164543
2021-12-09 08:00:00+00:00,RBI decides to play it safe on rates,Telegraph India,0.061052270233631134
2021-11-13 08:00:00+00:00,Explained: US inflation and its impact on India,The Indian Express,-0.1298201885074377
2021-09-12 07:00:00+00:00,Oil Bond Falsehood,inc.in,-0.5879749804735184
2021-11-17 08:00:00+00:00,Inflation  in  about  half of  CPI  items  above  6%,Mint,0.011358052492141724
2021-07-09 07:00:00+00:00,India’s housing market is recovering. Here's why,Fortune India,0.49817531555891037
2021-07-10 07:00:00+00:00,Controlling inflation has been one of Modi's biggest successes – but is it faltering now?,Scroll.in,-0.7925808988511562
2021-11-11 08:00:00+00:00,Explained: US Fed taper and how it may impact India,The Times of India,-0.6912623699754477
2021-07-18 07:00:00+00:00,India’s economy is suffering from long covid,The Economist,-0.9580378662794828
2021-10-03 07:00:00+00:00,"RBI may keep interest rates unchanged during next week's policy review, say experts",Telegraph India,-0.13843320682644844
2021-07-01 07:00:00+00:00,Small savings rates left unchanged,The Times of India,-0.17294853180646896
2021-10-19 07:00:00+00:00,RBI Needs Longer Policy Support for Economic Recovery,Equitypandit,0.22748740762472153
2021-10-19 07:00:00+00:00,Housing Loan Rates Are Going Down; Here's Why,India.Com,-0.8739097621291876
2021-07-06 07:00:00+00:00,Banks can pay less on matured bulk FDs: RBI,The Times of India,-0.01726331189274788
2021-11-12 08:00:00+00:00,India's retail inflation rate rises marginally to 4.48% in October,Moneycontrol,0.8912926539778709
2021-07-15 07:00:00+00:00,Which debt funds to invest in now,Morningstar,0.007155401632189751
2021-11-01 07:00:00+00:00,"Digitisation, GST Drives Rapid Formalisation Of India's Economy; Informal Economy Shrinks To Just 15-20% From 52% In 3 Years",Swarajyamag,-0.9501868076622486
2021-12-02 08:00:00+00:00,HDFC Bank hikes interest rate on fixed deposits. Check latest FD rates here,India Today,-0.0287514328956604
2021-09-23 07:00:00+00:00,A flawed calculation of inflation,The Hindu,-0.5380085371434689
2021-10-29 07:00:00+00:00,Shaktikanta Das reappointed RBI chief for three-year term,The Times of India,0.10462643764913082
2021-08-24 07:00:00+00:00,Insights into Editorial: Pitfalls of RBI continuing to prioritise economic growth over inflation,INSIGHTS IAS,-0.39287427067756653
2021-10-25 07:00:00+00:00,Pandemic Inflation: A Menace to Tame for Developing Countries?,The London School of Economics and Political Science,-0.3606123514473438
2021-10-25 07:00:00+00:00,"Sovereign Gold Bond Scheme: Subscription Date, Price, Interest Rate, Discount, Key Details",India.Com,-0.017076073214411736
2021-08-03 07:00:00+00:00,"Petrol, diesel prices stable as global crude oil rates weaken",India Today,0.8688619881868362
2021-12-21 08:00:00+00:00,These banks are offering home loans below 7% interest rate,The Economic Times,-0.018808484077453613
2021-10-06 07:00:00+00:00,RBI Monetary Policy October 2021: MPC may keep repo rate unchanged for 8th straight meet; stance accommodative,The Financial Express,0.20355593413114548
2021-12-22 08:00:00+00:00,"FDs on bulk deposits: Here are interest rates offered by SBI, HDFC Bank, ICICI Bank",CNBC TV18,-0.004552971571683884
2021-11-17 08:00:00+00:00,UBS revises India GDP forecast to 9.5% from 8.9% for FY22,The Economic Times,0.6488405615091324
2021-10-07 07:00:00+00:00,SBI Home Loan: State Bank of India Offers Low Interest Rate in This City; Details Here,India.Com,0.039697835221886635
2021-12-07 08:00:00+00:00,Bankers’ expect RBI rate cut in Sept review,BusinessLine,-0.4238881319761276
2021-10-11 07:00:00+00:00,Peer to Peer (P2P) Lending in India,ClearTax,0.06152941472828388
2021-12-17 08:00:00+00:00,These banks are offering more than 6% interest rate on these types of savings accounts,The Economic Times,0.09908379707485437
2021-12-08 08:00:00+00:00,What is RBI Monetary Policy 2021? Repo & Reverse Repo Rate Unchanged- Check GDP & Growth Target for FY22,Jagran Josh,-0.018460122868418694
2021-12-17 08:00:00+00:00,"SBI hikes base rate, interest rates of certain FDs: Check details",The Economic Times,-0.0025111734867095947
2021-10-06 07:00:00+00:00,RBI microfinance proposals that are anti-poor,The Hindu,0.004564061760902405
2021-08-13 07:00:00+00:00,Easynomics 💸 by Vivek Kaul,Mint,0.02222691848874092
2021-08-01 07:00:00+00:00,RBI likely to maintain status quo on interest rate,The Financial Express,0.09540067985653877
2021-12-07 08:00:00+00:00,Microfinance for Better Housing: How the Sector Can Serve Low-Income Borrowers in India and Other Emerging Markets,nextbillion.net,0.18874409422278404
2021-07-22 07:00:00+00:00,"RBL Bank, IndusInd Bank offer the highest interest rates on 1-year fixed deposits",Moneycontrol,0.07271982356905937
2021-07-05 07:00:00+00:00,Overdue FDs to earn lower interest after this RBI tweak; what you should do,The Economic Times,0.04761282168328762
2021-11-15 08:00:00+00:00,PM Modi launches RBI Retail Direct: Here’s how it works,The Economic Times,0.03153994679450989
2021-12-29 08:00:00+00:00,"FD alert! HDFC Bank revises interest rates on these Fixed Deposits, check complete rate table here",Zee News,-0.02273515611886978
2021-10-27 07:00:00+00:00,Union Bank of India cuts home loan rates to 6.40%,ET Realty,-0.8055850304663181
2021-12-08 08:00:00+00:00,RBI keeps repo rate on hold; why home loan borrowers should cheer,CNBC TV18,-0.13873984292149544
2021-07-22 07:00:00+00:00,Best fixed deposit interest rates: Check 5 banks offering up to 7% return on yearly FDs,Zee News,0.746451435610652
2021-07-08 07:00:00+00:00,RBI asks banks to shift from LIBOR to alternative reference rates by Dec 31,Business Standard,0.02802668698132038
2021-10-08 07:00:00+00:00,"RBI maintains status quo on rates: What should borrowers of home loan, auto loan and personal loan do now?",The Economic Times,-0.01909320056438446
2021-08-16 07:00:00+00:00,"SBI launches special deposit scheme: Interest rates, features and other details here",Mint,-0.004493117332458496
2021-09-24 07:00:00+00:00,Taper warning signs flash to markets from RBI,Mint,-0.3218277543783188
2021-07-01 07:00:00+00:00,"PPF, other small savings scheme interest rates kept steady for September quarter. Details here",Mint,-0.04030292108654976
2021-10-14 07:00:00+00:00,Managing the trade-off between growth & inflation,The New Indian Express,-0.01208547130227089
2021-12-02 08:00:00+00:00,HDFC Bank hikes fixed deposit rates for select tenors: Check details here,The Economic Times,0.04342087171971798
2021-12-20 08:00:00+00:00,Does investment in Sovereign Gold Bond beat the inflation?,The Times of India,0.22751590237021446
2021-11-12 08:00:00+00:00,Union Bank cuts EV loan rates to 6.95%,The Times of India,-0.7266973704099655
2021-08-06 07:00:00+00:00,"Variable rate reverse repo auctions indicate monetary tightening, say analysts",The Hindu,-0.712977834045887
2021-12-02 08:00:00+00:00,This Government Company Offers Up To 8.77% Interest On Fixed Deposits,Goodreturns,0.041464777663350105
2021-12-14 08:00:00+00:00,Lowest personal loan interest rates starting from 8.15%: Top 10 banks offering cheapest personal loans,The Economic Times,-0.0030240491032600403
2021-12-21 08:00:00+00:00,SBI revises interest rates on fixed deposits. Check latest FD rates here,India Today,-0.055036526173353195
2021-07-09 07:00:00+00:00,Lowest interest rates on home loans under Rs 30 lakh: Here’s what 15 banks are offering,The Financial Express,-0.06696171686053276
2021-10-09 07:00:00+00:00,Highlights of the Fourth Bi-Monthly Monetary Policy of FY21-22,AffairsCloud.com,-0.05356304533779621
2021-12-01 08:00:00+00:00,Interest Rate To Pension: Here Are Major Changes In Bank Rules From December 1,India.Com,-0.019640760496258736
2021-08-13 07:00:00+00:00,"Sovereign Gold Bond Scheme 2021 Series V subscription CLOSES TODAY - Check BENEFITS, DISCOUNTS, INTEREST RATES and other details here",Zee Business,-0.010297024622559547
2021-07-06 07:00:00+00:00,Will 2021 be a turning point for India’s real estate sector?,Housing,0.10977965593338013
2021-08-19 07:00:00+00:00,"SBI slashes interest rates on retail loans, waives processing fees| Check details",India Today,-0.7117377500981092
2021-09-13 07:00:00+00:00,How to take advantage of record-low home loan rates,The New Indian Express,0.09084165655076504
2021-11-12 08:00:00+00:00,2 Private Sector Banks That Offer 6.5% To 7% Interest On Fixed Deposits,Goodreturns,0.004490863531827927
2021-07-16 07:00:00+00:00,India Post Payments Bank introduced charges for doorstep banking services,ClearTax Chronicles,-0.29119405150413513
2021-08-23 07:00:00+00:00,"Post Office Schemes: India Post Offers Assured Returns; Check Interest Rate, Other Details",India.Com,0.017477786168456078
2021-12-29 08:00:00+00:00,"Some lenders are offering low fixed rate car, personal loans: Here's why this is good deal now",The Economic Times,0.10830870922654867
2021-09-09 07:00:00+00:00,Unemployment rate in urban India at 10.3% in Q3 of 2020-21: NSO,The Economic Times,-0.683168575167656
2022-05-04 07:00:00+00:00,RBI repo rate: India central bank hikes interest rates after two years,BBC,-0.3096774220466614
2022-04-08 07:00:00+00:00,"India central bank holds rates, starts to rein in loose policy as inflation risks rise",Reuters,-0.19579455256462097
2022-04-06 07:00:00+00:00,Has India’s central bank avoided tackling high inflation?,Al Jazeera,-0.09850502014160156
2022-03-08 08:00:00+00:00,Understanding India’s Economic Slowdown,The India Forum,-0.0008042417466640472
2022-06-08 07:00:00+00:00,Reserve Bank of India,RBI,-0.03540977090597153
2022-06-07 07:00:00+00:00,India Raises Benchmark Rates for Second Straight Month to Tame ‘Steep’ Inflation,Bloomberg.com,0.6224975287914276
2022-04-06 07:00:00+00:00,Eight Fixed Income instruments that beat the best FD rates in India,Capitalmind,0.8787310812622309
2022-05-04 07:00:00+00:00,RBI surprises with 40 bps rate increase amid inflation ‘alarm’,The Hindu,0.5690017491579056
2022-04-15 07:00:00+00:00,'Acche Din' - India's super costly days,inc.in,0.15951129794120789
2022-03-07 08:00:00+00:00,BFSI Impact Russia – Ukraine Crisis,Invest India,-0.07114946842193604
2022-06-13 07:00:00+00:00,India’s Economy Is Growing Quickly. Why Can’t It Produce Enough Jobs? (Published 2022),The New York Times,0.051937274634838104
2022-05-12 07:00:00+00:00,India's retail inflation rises to 8-year high of 7.79% in April,India Today,0.8891689404845238
2022-04-14 07:00:00+00:00,RBI Monetary Policy 2022-23: Key Highlights,India Briefing,-0.0001950003206729889
2022-06-02 07:00:00+00:00,The Impact of the War in Ukraine on the Indian Economy,South Asian Voices,-0.5294293090701103
2022-06-08 07:00:00+00:00,India's RBI hikes rates as inflation pressures build; drops 'accommodative' from stance,Reuters,-0.3770226985216141
2022-04-04 07:00:00+00:00,India sought probe into ex-RBI gov Rajan for helping ‘white man’,Al Jazeera,-0.5953154265880585
2022-02-10 08:00:00+00:00,Reserve Bank of India,RBI,-0.03540977090597153
2022-05-30 07:00:00+00:00,Expert Explains: Who is to blame for inflation in India?,Frontline Magazine,-0.21817160211503506
2022-04-05 07:00:00+00:00,Indian government helps central bank to circumvent inflation law,Al Jazeera,0.6992124523967505
2022-03-14 07:00:00+00:00,India’s inflation surges to 8-month high on soaring food prices,Al Jazeera,0.6031592935323715
2022-06-08 07:00:00+00:00,RBI raises rates to tame inflation,The Hindu,0.14360599964857101
2022-04-08 07:00:00+00:00,"RBI keeps key policy rates unchanged, accommodative stance to continue;",PIB,0.8922916855663061
2022-05-12 07:00:00+00:00,"India consumer price inflation hits eight-year high on food, energy costs",Reuters,-0.2657594084739685
2022-05-04 07:00:00+00:00,India cenbank raises key rate by 40 bps to tame inflation,Reuters,0.7679026089608669
2022-03-08 08:00:00+00:00,More Evidence of Overestimation of India’s GDP Growth Rates,The India Forum,-0.2072809338569641
2022-01-04 08:00:00+00:00,"As digital lending explodes in India, the threats mount",Al Jazeera,-0.6344476863741875
2022-06-02 07:00:00+00:00,"RBI to go fast with rate hikes this year, slow the next: Reuters poll",Reuters,0.21550653874874115
2022-06-14 07:00:00+00:00,"India's wholesale price inflation runs at 30-year high, makes rate hikes more likely",Reuters,-0.5984385535120964
2022-06-27 07:00:00+00:00,What are different interest rates RBI regulates as part of its monetary policy,Mint,-0.025028472766280174
2022-06-10 07:00:00+00:00,Central Bank of India Changes FD Rates | Check Latest Rates Here,India.Com,-0.11398280784487724
2022-04-14 07:00:00+00:00,A strange Rate Hike and a messy inflation print present a weak macro for India,Capitalmind,-0.9449092224240303
2022-05-14 07:00:00+00:00,India is likely to be the world’s fastest-growing big economy this year,The Economist,0.8432087730616331
2022-05-26 07:00:00+00:00,Interest rates on FDs rise but who is paying more?,Mint,-0.023088864982128143
2022-06-20 07:00:00+00:00,Interest rates on bank fixed deposits on the rise. Should you lock in?,Moneycontrol,-0.005483999848365784
2022-05-16 07:00:00+00:00,IMF Corrects Itself; Brings Forward India's Tryst With $5 Trillion Economy To 2026-27. Here's Why,Swarajyamag,0.1105361832305789
2022-04-16 19:05:00+00:00,India’s inflation rate in March 2022 was the highest in 17 months,qz.com,0.3214787095785141
2022-02-10 08:00:00+00:00,RBI keeps benchmark lending rate unchanged 10th time in a row at 4%. Highlights,Mint,-0.22606048732995987
2022-05-31 07:00:00+00:00,India's March qtr GDP growth at one-year low as prices hit consumers,Reuters,-0.9479765184223652
2022-04-12 07:00:00+00:00,"India's March retail inflation nears 7% y/y, at 17-month high",Reuters,0.1414220631122589
2022-03-06 08:00:00+00:00,Oil Shock Risks Becoming ‘Nightmare’ for Indian Central Bank,Bloomberg.com,-0.9064213875681162
2022-06-09 07:00:00+00:00,"HDFC Bank, ICICI Bank raise interest rates after RBI repo rate hike",Fortune India,0.12497469037771225
2022-05-06 07:00:00+00:00,RBI recasts framework for microfinance providers,Law.asia,0.07212546188384295
2022-05-06 07:00:00+00:00,How to manage your loans and budget when inflation is high and loan rates are going up?,The Times of India,-0.1768307238817215
2022-05-13 07:00:00+00:00,India’s gold market in April: retail demand improved but imports remained muted,World Gold Council,0.9127614051103592
2022-04-19 07:00:00+00:00,Inflation rate in India soars: Top factors behind spike,India Today,-0.1613222174346447
2022-05-09 07:00:00+00:00,RBI Hikes Interest Rate. What Should be your Debt Mutual Fund Strategy Now?,PersonalFN,0.030917655676603317
2022-05-15 07:00:00+00:00,"After banks increased interest rates, RBI has changed fixed deposit rules",DNA India,-0.04450654610991478
2022-05-12 07:00:00+00:00,Retail inflation in India surges to 8-year high of 7.79% in April,The Economic Times,0.8976838625967503
2022-06-17 07:00:00+00:00,Union Bank of India revises FD interest rates,The Economic Times,-0.183100376278162
2022-05-05 07:00:00+00:00,RBI repo rate hike: What it means for your home and car loans as well as fixed deposits,The Times of India,0.1256089312955737
2022-04-14 07:00:00+00:00,"As inflation rate soars in India, take a look at situation in US, UK, China, Pakistan",India Today,-0.019081469625234604
2022-02-10 08:00:00+00:00,India’s retail inflation for FY23 at 4.5%: RBI,PGurus,-0.08869335055351257
2022-05-30 07:00:00+00:00,"8 years, 8 indicators: How economy fared under Modi government",The Times of India,0.1917969472706318
2022-05-12 07:00:00+00:00,Containing Rising Inflation,Drishti IAS,0.0813136100769043
2022-05-05 07:00:00+00:00,From rate hike to inflation: Key takeaways from RBI’s Monetary Policy Committee meeting,dailyo.in,0.07687132619321346
2022-07-01 07:00:00+00:00,Explained: Why The Devaluation Of Indian Rupee Is Not Alarming,Swarajyamag,-0.08010586351156235
2022-03-16 07:00:00+00:00,Could Higher Interest Rates Bring Down India's 5 Most Indebted Companies?,Equitymaster,-0.8500661738216877
2022-01-04 08:00:00+00:00,Women Entrepreneurs Shaping The Future Of India,IBEF,0.07358818501234055
2022-06-16 07:00:00+00:00,"India's 'natural' interest rate has fallen to 0.8-1% from 1.6-1.8%, say RBI staff",Moneycontrol,-0.9651519381441176
2022-05-19 07:00:00+00:00,Interest rates on the rise but hope remains for private investment cycle,Moneycontrol,0.8372699469327927
2022-05-04 07:00:00+00:00,"Inflation finally hits RBI, pushes it to raise key policy rate, sudden and sharp",The Indian Express,-0.1665477454662323
2022-06-01 07:00:00+00:00,India’s 5th largest private sector bank hikes interest rates on fixed deposits,Mint,-0.6514934934675694
2022-06-07 07:00:00+00:00,Should you invest in Dynamic Bond Funds to navigate the interest rate cycle?,Morningstar,0.08624977059662342
