date,HDFCBANK_sentiment
2023-05-05,0.06576069723814726
2023-05-09,0.08740869909524918
2023-05-12,0.02822421584278345
2023-05-16,0.11678565759211779
2023-05-17,-0.9603446517139673
2023-06-15,-0.03656396952768167
2023-06-23,0.05032067280262709
2023-06-27,0.05200281832367182
2023-06-28,0.16600368218496442
2023-06-29,-0.008368993178009987
2023-06-30,0.42407134734094143
2023-07-01,0.06037402215103308
2023-07-02,0.2402031791650436
2023-07-03,0.04037490673363209
2023-07-04,0.3291139956563711
2023-07-08,0.06912743113934994
2023-07-12,0.03940449468791485
2023-07-15,0.37919303216040134
2023-07-17,0.027669869363307953
2023-09-15,0.5224632658064365
2023-09-19,0.8926470912992954
2023-09-20,0.21423698589205742
2023-09-22,-0.9561355737969279
2023-09-23,-0.7558268494904041
2023-09-28,0.03895995020866394
2023-10-04,0.8908300288021564
2023-10-14,-0.961910255253315
2023-10-17,-0.04058050364255905
2023-10-21,0.06251965649425983
2023-10-27,0.34561662282794714
2023-11-07,-0.9237036518752575
2023-11-09,-0.013198483735322952
2023-11-24,-0.021559417247772217
2023-12-28,0.4484119853004813
2024-01-01,0.7158713983371854
2024-01-15,0.08071324229240417
2024-01-16,0.05874686501920223
2024-01-17,0.4264385560527444
2024-01-18,-0.8359134898637421
2024-01-19,-0.4405694277957082
2024-01-20,-0.6931593827903271
2024-01-23,0.9134270697832108
2024-01-24,0.008666308596730232
2024-01-25,0.69614128023386
2024-01-29,0.44298758218064904
2024-02-06,0.6044741726946086
2024-02-07,-0.2653904799371958
2024-02-09,-0.9652698608115315
2024-02-12,0.8557220622897148
2024-02-13,-0.4155910739209503
2024-02-14,0.8571273684501648
2024-02-15,-0.9649743437767029
2024-02-19,0.8088823687285185
2024-02-20,-0.9649804420769215
2024-02-21,0.578597474222382
2024-02-22,-0.9650309262797236
2024-02-23,-0.965387521777302
2024-02-26,0.46938917646184564
2024-02-27,0.86433320119977
2024-02-28,0.43506820872426033
2024-02-29,-0.9653433989733458
2024-03-11,0.15519180707633495
2024-03-21,-0.9480430614203215
2024-04-02,0.033893952146172523
2024-04-04,0.8164525777101517
2024-04-08,0.8414512202143669
2024-04-17,0.007902601733803749
2024-04-22,0.7710823006927967
2024-05-08,-0.4491726076230407
2024-05-15,-0.9611298283562064
2024-06-21,0.04597063921391964
2024-07-03,0.16106103360652924
2024-07-04,0.2961750738322735
2024-07-05,0.16314151883125305
2024-07-16,-0.9610572395225366
2024-07-20,0.036298250779509544
2024-08-02,-0.9529482098296285
2024-08-09,0.10376209672540426
2024-08-13,0.07299981452524662
2024-08-14,-0.6056945339466134
2024-08-20,-0.058800920844078064
2024-08-21,0.14490178134292364
2024-09-15,0.19902693387120962
2024-09-23,0.12771727703511715
2024-09-25,0.392213037237525
2024-10-04,0.1046591205522418
2024-10-08,0.18836635909974575
2024-10-09,0.14570695906877518
2024-10-16,0.9008374707773328
2024-10-17,0.07089430000633001
2024-10-19,0.3558419793844223
2024-10-21,0.08838624507188797
2024-10-31,0.8994663157500327
2024-11-01,0.04898292478173971
2024-11-07,0.6339448317885399
2024-11-09,0.9151892540976405
2024-11-14,0.1459335722029209
2024-11-18,0.15072358585894108
2024-11-19,-0.8344960696995258
2024-11-21,-0.5207530558109283
2024-11-25,0.918066531419754
2024-11-26,0.8934059301391244
2024-11-27,0.15845910320058465
2024-11-28,-0.10858320072293282
2024-11-29,0.7577541736619813
2024-12-03,0.8228175975382328
2024-12-04,0.9037735701228181
2024-12-05,0.3120073073854049
2024-12-12,-0.09364550653845072
2024-12-13,-0.4122715964913368
2024-12-14,0.1654484192840755
2024-12-15,0.4804031956009567
2024-12-16,0.04289551265537739
2024-12-23,-0.01870513753965497
2024-12-24,0.8063338329084218
2024-12-25,0.30965421348810196
2024-12-28,0.2474146354943514
2024-12-30,0.3867672551423311
2025-01-01,0.48388100136071444
2025-01-03,0.03306928090751171
2025-01-04,0.07538319006562233
2025-01-05,0.7418767074123025
2025-01-06,-0.4492665841244161
2025-01-08,0.016614374394218128
2025-01-12,0.5880670994520187
2025-01-15,-0.9433249421417713
2025-01-22,-0.33249248564243317
2025-01-23,0.6091579180210829
2025-01-26,0.017441436648368835
2025-01-28,0.10490890964865685
2025-02-05,0.9267360512167215
2025-02-10,0.018870212137699127
2025-02-12,0.9253716962412
2025-02-14,0.18960985448211432
2025-02-20,0.07200714014470577
2025-02-24,-0.9347284138202667
2025-03-03,0.05589224770665169
2025-03-12,0.0912363063544035
2025-03-14,0.8879100102931261
2025-03-24,0.04517281427979469
2025-03-25,0.3723118118941784
2025-03-26,0.929537195712328
2025-03-27,0.05694482661783695
2025-04-02,0.01565990224480629
2025-04-03,0.06972203589975834
2025-04-04,0.8199663236737251
2025-04-09,0.3766689654439688
2025-04-11,0.17931986413896084
2025-04-14,0.055161019787192345
2025-04-15,0.6514092572033405
2025-04-16,0.6717215592507273
2025-04-17,0.20497008971869946
2025-04-19,0.09487959928810596
2025-04-21,0.5310714617371559
2025-04-22,0.39983963302802294
2025-04-23,0.5687879812903702
2025-05-12,-0.04477051428208748
2025-05-15,0.9087129253894091
2025-05-20,0.8674980849027634
2025-05-27,0.025986887514591217
2025-05-28,0.014337633736431599
2025-06-03,0.054469771683216095
2025-06-04,-0.394139364361763
2025-06-08,-0.13141519017517567
2025-06-09,-0.11195513233542442
2025-06-12,-0.24064214564859868
2025-06-15,0.008960211649537086
2025-06-16,-0.9399057254195213
2025-06-19,0.37696442753076553
2025-06-20,0.028195142435530823
2025-06-21,0.030323578976094723
2025-06-24,0.009481359273195267
2025-06-25,0.5636518578976393
2025-06-26,0.059185683727264404
2025-06-27,0.3896899953750627
2025-06-29,-0.959765168838203
2025-06-30,0.0099758580327034
2025-07-15,0.7354084234684706
2025-07-16,-0.8520750030875206
2025-07-17,0.17506664246320724
2025-07-19,0.2424591016024351
2025-07-20,0.15325405122712255
2025-07-21,0.017396223731338978
2025-07-22,0.47348218341358006
2025-07-29,0.24885721256335577
2025-08-03,-0.8920544497668743
2025-08-16,0.07374131120741367
2025-08-20,0.020444050431251526
2025-08-24,0.1308343280106783
2025-08-26,-0.02412436343729496
2025-08-28,-0.41955571606134373
2025-09-01,-0.2679205322638154
2025-09-23,0.09111394546926022
2025-10-20,-0.008612191304564476
2025-10-23,-0.20274302829056978
2025-10-30,0.12034266907721758
2025-11-18,0.6830883966758847
2025-11-19,0.5293243359774351
2025-11-21,0.8836737256497145
2025-11-26,0.14671123400330544
2025-12-02,-0.002180039882659912
2025-12-11,-0.959904314018786
2025-12-12,-0.028258778154850006
2025-12-15,0.2209006492048502
2025-12-16,0.6803073538467288
2025-12-17,0.0022264597937464714
2025-12-19,0.018993702717125416
2025-12-26,0.02796139195561409
