USDINR,Date,USDINR_ret
71.27580261230469,2020-01-01,
71.0250015258789,2020-01-02,-0.0035249462943429677
71.41500091552734,2020-01-03,0.005475994910471016
71.73100280761719,2020-01-06,0.004415106215942544
71.78700256347656,2020-01-07,0.0007803865244166985
72.16000366210938,2020-01-08,0.0051824896294503375
71.41190338134766,2020-01-09,-0.010421357029442468
71.19429779052734,2020-01-10,-0.0030518414756937062
70.9530029296875,2020-01-13,-0.0033950006983118897
70.71890258789062,2020-01-14,-0.003304826796950877
70.84510040283203,2020-01-15,0.001782908729687449
70.71800231933594,2020-01-16,-0.001795639050041764
70.94560241699219,2020-01-17,0.0032132500639141526
71.03469848632812,2020-01-20,0.001255048488614463
71.03099822998047,2020-01-21,-5.209218599588894e-05
71.16999816894531,2020-01-22,0.001954979033279791
71.0781021118164,2020-01-23,-0.0012920533874520856
71.32099914550781,2020-01-24,0.0034115000322758604
71.32499694824219,2020-01-27,5.605208481007651e-05
71.44000244140625,2020-01-28,0.0016111164295500302
71.23040008544922,2020-01-29,-0.002938275956950953
71.30000305175781,2020-01-30,0.0009766754363900176
71.63999938964844,2020-01-31,0.004757198450905165
71.49649810791016,2020-02-03,-0.0020050976840284562
71.31410217285156,2020-02-04,-0.002554376690181215
71.0999984741211,2020-02-05,-0.0030067789504277798
71.18000030517578,2020-02-06,0.001124569021257571
71.47000122070312,2020-02-07,0.004065913942397081
71.5155029296875,2020-02-10,0.0006364520766037884
71.27999877929688,2020-02-11,-0.0032984843513395035
71.27529907226562,2020-02-12,-6.593521396602853e-05
71.29620361328125,2020-02-13,0.0002932499240264619
71.26850128173828,2020-02-14,-0.0003886281939422531
71.51480102539062,2020-02-17,0.0034499830718113245
71.34919738769531,2020-02-18,-0.002318340711548572
71.57499694824219,2020-02-19,0.0031597134335052957
71.82749938964844,2020-02-20,0.0035215942373083564
72.11000061035156,2020-02-21,0.003925336808558555
71.88680267333984,2020-02-24,-0.003100042649158752
72.04669952392578,2020-02-25,0.002221816518352071
71.87000274658203,2020-02-26,-0.0024555435657109825
71.66339874267578,2020-02-27,-0.0028788302158417878
71.93000030517578,2020-02-28,0.003713288641459478
72.1500015258789,2020-03-02,0.0030538782466402736
72.82499694824219,2020-03-03,0.009311954571555425
73.34200286865234,2020-03-04,0.00707421069273817
74.0425033569336,2020-03-05,0.009505826372451232
73.8551025390625,2020-03-06,-0.0025341981302400285
73.99530029296875,2020-03-09,0.0018964817577895587
74.40599822998047,2020-03-10,0.005534978327147222
74.20500183105469,2020-03-11,-0.0027050019366186007
74.76000213623047,2020-03-12,0.007451453138467734
75.30000305175781,2020-03-13,0.007197164171966364
73.90399932861328,2020-03-16,-0.018713230730168284
75.15499877929688,2020-03-17,0.01678568673904479
74.01239776611328,2020-03-18,-0.01532001479145606
74.98200225830078,2020-03-19,0.013015498298346806
75.15969848632812,2020-03-20,0.002367048063451449
75.62210083007812,2020-03-23,0.006133416571900696
76.50599670410156,2020-03-24,0.011620546564239831
77.26000213623047,2020-03-25,0.009807258838826272
75.84549713134766,2020-03-26,-0.018478046296054984
74.72560119628906,2020-03-27,-0.014875585003826686
75.46499633789062,2020-03-30,0.009846170495991124
75.4000015258789,2020-03-31,-0.0008616288331033672
75.32499694824219,2020-04-01,-0.000995250749207699
77.56999969482422,2020-04-02,0.029368706066758676
77.13999938964844,2020-04-03,-0.0055588057007573966
76.2300033569336,2020-04-06,-0.01186681483073393
75.96489715576172,2020-04-07,-0.0034837759794159595
76.66000366210938,2020-04-08,0.00910875366553121
75.95899963378906,2020-04-09,-0.009186391510534797
76.6500015258789,2020-04-10,0.009055909012247731
76.16649627685547,2020-04-13,-0.006327940626626116
76.91000366210938,2020-04-14,0.009714270086185195
75.93099975585938,2020-04-15,-0.012810924736331941
77.2125015258789,2020-04-16,0.016736350835942382
77.56999969482422,2020-04-17,0.004619369784493621
76.55999755859375,2020-04-20,-0.01310603531267951
77.20999908447266,2020-04-21,0.008454255207195338
76.96939849853516,2020-04-22,-0.0031210496994509285
76.4000015258789,2020-04-23,-0.0074252046189347
