Date,Adj Close,Close,High,Low,Open,Volume,Net Sales/Income from operations,Total Income From Operations,Depreciation,Interest,P/L Before Tax,Net Profit/(Loss) For the Period,Equity Share Capital,Basic EPS,QuarterDate,P/EPS
2024-06-27,1519.3050537109375,1530.550048828125,1537.5,1506.0,1513.75,28383030,"2,36,533","2,36,533","13,569","5,761","27,720","21,143","6,766",28.01,2024-03-31,54.24152280296099
2024-06-28,1553.89892578125,1565.4000244140625,1581.0,1531.0250244140625,1531.0250244140625,28957336,"2,36,533","2,36,533","13,569","5,761","27,720","21,143","6,766",28.01,2024-03-31,55.47657714320778
2024-07-01,1548.6875,1560.1500244140625,1579.4000244140625,1555.675048828125,1562.5250244140625,7724306,"2,31,784","2,31,784","13,596","5,918","23,234","17,448","6,766",22.37,2024-06-30,69.23055431381314
2024-07-02,1553.675537109375,1565.175048828125,1573.5,1557.0,1569.5,7749246,"2,31,784","2,31,784","13,596","5,918","23,234","17,448","6,766",22.37,2024-06-30,69.4535331743127
2024-07-03,1541.019287109375,1552.425048828125,1575.0,1542.7750244140625,1566.324951171875,9049620,"2,31,784","2,31,784","13,596","5,918","23,234","17,448","6,766",22.37,2024-06-30,68.88776428741059
2024-07-04,1542.6075439453125,1554.0250244140625,1567.5,1550.800048828125,1557.0,6837176,"2,31,784","2,31,784","13,596","5,918","23,234","17,448","6,766",22.37,2024-06-30,68.9587636989411
2024-07-05,1576.9532470703125,1588.625,1598.5,1548.0,1553.824951171875,12269710,"2,31,784","2,31,784","13,596","5,918","23,234","17,448","6,766",22.37,2024-06-30,70.49411028477034
2024-07-08,1589.1380615234375,1600.9000244140625,1608.800048828125,1582.5250244140625,1589.0,9500806,"2,31,784","2,31,784","13,596","5,918","23,234","17,448","6,766",22.37,2024-06-30,71.0388047171854
2024-07-09,1578.5911865234375,1590.2750244140625,1600.5,1580.5,1597.5999755859375,6960002,"2,31,784","2,31,784","13,596","5,918","23,234","17,448","6,766",22.37,2024-06-30,70.56733064476698
2024-07-10,1572.5855712890625,1584.2249755859375,1597.5,1563.1500244140625,1595.0,7134578,"2,31,784","2,31,784","13,596","5,918","23,234","17,448","6,766",22.37,2024-06-30,70.2988632672804
2024-07-11,1569.036865234375,1580.6500244140625,1604.25,1570.5,1587.5,11940946,"2,31,784","2,31,784","13,596","5,918","23,234","17,448","6,766",22.37,2024-06-30,70.14022642978878
2024-07-12,1584.9937744140625,1596.7249755859375,1605.1500244140625,1574.5,1584.5,12924784,"2,31,784","2,31,784","13,596","5,918","23,234","17,448","6,766",22.37,2024-06-30,70.85354378247932
2024-07-15,1585.4901123046875,1597.2249755859375,1605.8499755859375,1585.5,1604.449951171875,5329688,"2,31,784","2,31,784","13,596","5,918","23,234","17,448","6,766",22.37,2024-06-30,70.87573143963735
2024-07-16,1564.669189453125,1576.25,1600.0,1569.125,1593.5,9386838,"2,31,784","2,31,784","13,596","5,918","23,234","17,448","6,766",22.37,2024-06-30,69.94497941229884
2024-07-18,1575.0177001953125,1586.675048828125,1593.9000244140625,1557.824951171875,1576.0,12298374,"2,31,784","2,31,784","13,596","5,918","23,234","17,448","6,766",22.37,2024-06-30,70.40758606148022
2024-07-19,1543.7242431640625,1555.1500244140625,1589.9749755859375,1552.800048828125,1586.0,13140390,"2,31,784","2,31,784","13,596","5,918","23,234","17,448","6,766",22.37,2024-06-30,69.00868319910873
2024-07-22,1489.6495361328125,1500.675048828125,1537.5,1499.2750244140625,1537.25,19674376,"2,31,784","2,31,784","13,596","5,918","23,234","17,448","6,766",22.37,2024-06-30,66.59139634031348
2024-07-23,1476.96826171875,1487.9000244140625,1505.75,1463.0,1501.0,18052044,"2,31,784","2,31,784","13,596","5,918","23,234","17,448","6,766",22.37,2024-06-30,66.02450879386454
2024-07-24,1484.7109375,1495.699951171875,1509.5,1476.4000244140625,1485.0,11913362,"2,31,784","2,31,784","13,596","5,918","23,234","17,448","6,766",22.37,2024-06-30,66.37062751452838
2024-07-25,1481.435302734375,1492.4000244140625,1500.4749755859375,1477.074951171875,1481.0,12519876,"2,31,784","2,31,784","13,596","5,918","23,234","17,448","6,766",22.37,2024-06-30,66.22419770828677
2024-07-26,1497.9381103515625,1509.0250244140625,1512.425048828125,1490.3499755859375,1492.4000244140625,9859940,"2,31,784","2,31,784","13,596","5,918","23,234","17,448","6,766",22.37,2024-06-30,66.96191820972564
2024-07-29,1508.931640625,1520.0999755859375,1527.5,1511.7750244140625,1511.949951171875,7538550,"2,31,784","2,31,784","13,596","5,918","23,234","17,448","6,766",22.37,2024-06-30,67.45335899083594
2024-07-30,1502.0328369140625,1513.1500244140625,1525.0,1510.0,1517.0250244140625,8228208,"2,31,784","2,31,784","13,596","5,918","23,234","17,448","6,766",22.37,2024-06-30,67.14496365284141
2024-07-31,1494.364501953125,1505.425048828125,1510.449951171875,1501.1500244140625,1504.0,10057346,"2,31,784","2,31,784","13,596","5,918","23,234","17,448","6,766",22.37,2024-06-30,66.80216816956303
2024-08-01,1504.1671142578125,1515.300048828125,1518.0,1504.300048828125,1512.0,10764222,"2,31,784","2,31,784","13,596","5,918","23,234","17,448","6,766",22.37,2024-06-30,67.24037166999608
2024-08-02,1488.309326171875,1499.324951171875,1509.324951171875,1493.2750244140625,1505.0,10268248,"2,31,784","2,31,784","13,596","5,918","23,234","17,448","6,766",22.37,2024-06-30,66.53148530048614
2024-08-05,1436.69140625,1447.324951171875,1483.9000244140625,1433.25,1480.0,17046704,"2,31,784","2,31,784","13,596","5,918","23,234","17,448","6,766",22.37,2024-06-30,64.22402352481001
2024-08-06,1445.352294921875,1456.050048828125,1477.5,1451.324951171875,1455.1500244140625,10236186,"2,31,784","2,31,784","13,596","5,918","23,234","17,448","6,766",22.37,2024-06-30,64.6111888655286
2024-08-07,1454.062744140625,1464.824951171875,1472.5,1461.5,1469.0,8174568,"2,31,784","2,31,784","13,596","5,918","23,234","17,448","6,766",22.37,2024-06-30,65.0005696978375
2024-08-08,1438.4781494140625,1449.125,1465.0,1445.925048828125,1457.5250244140625,12387192,"2,31,784","2,31,784","13,596","5,918","23,234","17,448","6,766",22.37,2024-06-30,64.30389581645339
2024-08-09,1463.46826171875,1474.300048828125,1476.5,1456.0,1460.0,6249776,"2,31,784","2,31,784","13,596","5,918","23,234","17,448","6,766",22.37,2024-06-30,65.42102198116898
2024-08-12,1449.8936767578125,1460.625,1473.0,1457.75,1470.0,8184584,"2,31,784","2,31,784","13,596","5,918","23,234","17,448","6,766",22.37,2024-06-30,64.81420101733627
2024-08-13,1452.8717041015625,1463.625,1470.074951171875,1458.0,1460.75,6265064,"2,31,784","2,31,784","13,596","5,918","23,234","17,448","6,766",22.37,2024-06-30,64.94732696028441
2024-08-14,1451.109619140625,1461.8499755859375,1472.0,1453.699951171875,1463.550048828125,6267466,"2,31,784","2,31,784","13,596","5,918","23,234","17,448","6,766",22.37,2024-06-30,64.86855695756034
2024-08-16,1467.339599609375,1478.199951171875,1480.4000244140625,1458.050048828125,1468.6500244140625,9416902,"2,31,784","2,31,784","13,596","5,918","23,234","17,448","6,766",22.37,2024-06-30,65.5940813415009
2024-08-19,1482.4791259765625,1488.4000244140625,1498.300048828125,1480.5,1482.5,13797742,"2,31,784","2,31,784","13,596","5,918","23,234","17,448","6,766",22.37,2024-06-30,66.270859453579
2024-08-20,1489.9990234375,1495.949951171875,1503.925048828125,1490.0250244140625,1497.2249755859375,8411808,"2,31,784","2,31,784","13,596","5,918","23,234","17,448","6,766",22.37,2024-06-30,66.60701937583818
2024-08-21,1492.7132568359375,1498.675048828125,1507.875,1490.0,1493.25,7769996,"2,31,784","2,31,784","13,596","5,918","23,234","17,448","6,766",22.37,2024-06-30,66.72835301010002
2024-08-22,1492.1654052734375,1498.125,1506.5,1490.6500244140625,1503.0,10445782,"2,31,784","2,31,784","13,596","5,918","23,234","17,448","6,766",22.37,2024-06-30,66.70386255133829
2024-08-23,1494.008056640625,1499.9749755859375,1511.324951171875,1498.425048828125,1503.75,9249654,"2,31,784","2,31,784","13,596","5,918","23,234","17,448","6,766",22.37,2024-06-30,66.78623409211555
2024-08-26,1506.5828857421875,1512.5999755859375,1523.0,1503.0,1506.9749755859375,8816114,"2,31,784","2,31,784","13,596","5,918","23,234","17,448","6,766",22.37,2024-06-30,67.34836324283359
2024-08-27,1494.481201171875,1500.449951171875,1513.4749755859375,1499.449951171875,1510.5,6251156,"2,31,784","2,31,784","13,596","5,918","23,234","17,448","6,766",22.37,2024-06-30,66.80738494286432
2024-08-28,1492.33984375,1498.300048828125,1507.4749755859375,1493.0,1505.0,9610286,"2,31,784","2,31,784","13,596","5,918","23,234","17,448","6,766",22.37,2024-06-30,66.71166042691104
2024-08-29,1514.874755859375,1520.925048828125,1537.0,1494.0,1503.0999755859375,38335358,"2,31,784","2,31,784","13,596","5,918","23,234","17,448","6,766",22.37,2024-06-30,67.71903244789338
2024-08-30,1503.6197509765625,1509.625,1539.7249755859375,1503.324951171875,1534.0,41620730,"2,31,784","2,31,784","13,596","5,918","23,234","17,448","6,766",22.37,2024-06-30,67.21590303873771
2024-09-02,1510.2183837890625,1516.25,1526.800048828125,1506.625,1510.875,11240852,"2,31,784","2,31,784","13,596","5,918","23,234","17,448","6,766",22.37,2024-06-30,67.51087991904615
2024-09-03,1503.1217041015625,1509.125,1523.0,1507.5,1521.25,10923800,"2,31,784","2,31,784","13,596","5,918","23,234","17,448","6,766",22.37,2024-06-30,67.19363898531795
2024-09-04,1508.525146484375,1514.550048828125,1517.5,1499.5,1500.699951171875,11983304,"2,31,784","2,31,784","13,596","5,918","23,234","17,448","6,766",22.37,2024-06-30,67.43518759429482
2024-09-05,1487.035888671875,1492.9749755859375,1525.7750244140625,1487.050048828125,1519.050048828125,16264168,"2,31,784","2,31,784","13,596","5,918","23,234","17,448","6,766",22.37,2024-06-30,66.47455917174229
2024-09-06,1458.997802734375,1464.824951171875,1497.0,1461.625,1492.5,19394228,"2,31,784","2,31,784","13,596","5,918","23,234","17,448","6,766",22.37,2024-06-30,65.22118027422329
2024-09-09,1456.63232421875,1462.449951171875,1469.925048828125,1455.5999755859375,1466.5,9010298,"2,31,784","2,31,784","13,596","5,918","23,234","17,448","6,766",22.37,2024-06-30,65.11543693423111
2024-09-10,1455.7110595703125,1461.5250244140625,1472.050048828125,1457.574951171875,1460.5,10768260,"2,31,784","2,31,784","13,596","5,918","23,234","17,448","6,766",22.37,2024-06-30,65.0742538922804
2024-09-11,1445.7259521484375,1451.5,1468.75,1447.550048828125,1463.050048828125,9760202,"2,31,784","2,31,784","13,596","5,918","23,234","17,448","6,766",22.37,2024-06-30,64.62789236246927
2024-09-12,1473.913330078125,1479.800048828125,1486.0,1445.875,1457.0,22349376,"2,31,784","2,31,784","13,596","5,918","23,234","17,448","6,766",22.37,2024-06-30,65.88794501913836
2024-09-13,1466.766845703125,1472.625,1483.1500244140625,1469.5,1476.4000244140625,8711328,"2,31,784","2,31,784","13,596","5,918","23,234","17,448","6,766",22.37,2024-06-30,65.56847768006817
2024-09-16,1465.4969482421875,1471.3499755859375,1480.9000244140625,1464.75,1477.550048828125,5481774,"2,31,784","2,31,784","13,596","5,918","23,234","17,448","6,766",22.37,2024-06-30,65.51170980072362
2024-09-17,1466.4432373046875,1472.300048828125,1477.4749755859375,1466.625,1474.0,5935328,"2,31,784","2,31,784","13,596","5,918","23,234","17,448","6,766",22.37,2024-06-30,65.55401150222116
2024-09-18,1457.6282958984375,1463.449951171875,1482.0,1460.550048828125,1470.0,8574714,"2,31,784","2,31,784","13,596","5,918","23,234","17,448","6,766",22.37,2024-06-30,65.1599595841948
2024-09-19,1463.82861328125,1469.675048828125,1476.5,1455.550048828125,1466.25,16955902,"2,31,784","2,31,784","13,596","5,918","23,234","17,448","6,766",22.37,2024-06-30,65.43713067864327
2024-09-20,1480.0140380859375,1485.925048828125,1495.0,1471.375,1474.0,30897320,"2,31,784","2,31,784","13,596","5,918","23,234","17,448","6,766",22.37,2024-06-30,66.16066330290288
2024-09-23,1487.434326171875,1493.375,1501.5,1488.949951171875,1491.0,8832314,"2,31,784","2,31,784","13,596","5,918","23,234","17,448","6,766",22.37,2024-06-30,66.49237041447809
2024-09-24,1483.4501953125,1489.375,1500.5,1487.875,1488.5,17137444,"2,31,784","2,31,784","13,596","5,918","23,234","17,448","6,766",22.37,2024-06-30,66.3142689008717
2024-09-25,1488.0069580078125,1493.949951171875,1496.5,1480.199951171875,1483.9000244140625,7069002,"2,31,784","2,31,784","13,596","5,918","23,234","17,448","6,766",22.37,2024-06-30,66.51796861903497
2024-09-26,1491.9910888671875,1497.949951171875,1504.0,1488.050048828125,1490.6500244140625,18818998,"2,31,784","2,31,784","13,596","5,918","23,234","17,448","6,766",22.37,2024-06-30,66.69607013264137
2024-09-27,1520.1038818359375,1526.175048828125,1533.4749755859375,1492.0,1499.0,20597478,"2,31,784","2,31,784","13,596","5,918","23,234","17,448","6,766",22.37,2024-06-30,67.95278863817333
2024-09-30,1470.701171875,1476.574951171875,1524.9749755859375,1474.4000244140625,1519.4000244140625,27008814,"2,31,784","2,31,784","13,596","5,918","23,234","17,448","6,766",22.37,2024-06-30,65.74435278833259
2024-10-01,1458.997802734375,1464.824951171875,1487.949951171875,1462.824951171875,1480.6500244140625,16431642,"2,31,535","2,31,535","12,880","6,017","25,037","19,101","6,766",24.48,2024-09-30,59.599583445031655
2024-10-03,1401.3780517578125,1406.9749755859375,1449.4000244140625,1402.074951171875,1436.574951171875,37757294,"2,31,535","2,31,535","12,880","6,017","25,037","19,101","6,766",24.48,2024-09-30,57.24583544762306
2024-10-04,1381.0093994140625,1386.5250244140625,1417.3499755859375,1381.7750244140625,1403.925048828125,37072876,"2,31,535","2,31,535","12,880","6,017","25,037","19,101","6,766",24.48,2024-09-30,56.4137826558032
2024-10-07,1365.272216796875,1370.7249755859375,1396.5,1361.375,1393.5,22181340,"2,31,535","2,31,535","12,880","6,017","25,037","19,101","6,766",24.48,2024-09-30,55.77092388876123
2024-10-08,1391.791259765625,1397.3499755859375,1401.0,1365.0999755859375,1372.9749755859375,17020808,"2,31,535","2,31,535","12,880","6,017","25,037","19,101","6,766",24.48,2024-09-30,56.85421812768076
2024-10-09,1369.1318359375,1374.5999755859375,1400.9749755859375,1372.5,1397.5250244140625,14310610,"2,31,535","2,31,535","12,880","6,017","25,037","19,101","6,766",24.48,2024-09-30,55.92858806934232
2024-10-10,1365.595947265625,1371.050048828125,1386.0,1369.425048828125,1380.0250244140625,22358646,"2,31,535","2,31,535","12,880","6,017","25,037","19,101","6,766",24.48,2024-09-30,55.784148172615396
2024-10-11,1366.6417236328125,1372.0999755859375,1383.2750244140625,1368.824951171875,1370.0,7980122,"2,31,535","2,31,535","12,880","6,017","25,037","19,101","6,766",24.48,2024-09-30,55.82686779545803
2024-10-14,1367.0650634765625,1372.5250244140625,1380.074951171875,1368.25,1379.449951171875,12221432,"2,31,535","2,31,535","12,880","6,017","25,037","19,101","6,766",24.48,2024-09-30,55.84416108972886
2024-10-15,1338.678466796875,1344.0250244140625,1371.699951171875,1340.699951171875,1358.5250244140625,33762794,"2,31,535","2,31,535","12,880","6,017","25,037","19,101","6,766",24.48,2024-09-30,54.6845778920292
2024-10-16,1348.6884765625,1354.074951171875,1364.0,1337.625,1340.0,20034438,"2,31,535","2,31,535","12,880","6,017","25,037","19,101","6,766",24.48,2024-09-30,55.09348351970996
2024-10-17,1351.0291748046875,1356.425048828125,1368.449951171875,1352.050048828125,1365.699951171875,15543660,"2,31,535","2,31,535","12,880","6,017","25,037","19,101","6,766",24.48,2024-09-30,55.18910027796926
2024-10-18,1353.8927001953125,1359.300048828125,1368.425048828125,1341.324951171875,1352.175048828125,12082452,"2,31,535","2,31,535","12,880","6,017","25,037","19,101","6,766",24.48,2024-09-30,55.30607435438368
2024-10-21,1363.7532958984375,1369.199951171875,1374.0,1357.7249755859375,1367.125,14067408,"2,31,535","2,31,535","12,880","6,017","25,037","19,101","6,766",24.48,2024-09-30,55.70887646643944
2024-10-22,1338.006103515625,1343.3499755859375,1376.0,1340.2249755859375,1369.199951171875,15831960,"2,31,535","2,31,535","12,880","6,017","25,037","19,101","6,766",24.48,2024-09-30,54.6571120717167
2024-10-23,1333.2003173828125,1338.5250244140625,1357.4749755859375,1335.0,1337.5,17214742,"2,31,535","2,31,535","12,880","6,017","25,037","19,101","6,766",24.48,2024-09-30,54.46079727870966
2024-10-24,1334.4703369140625,1339.800048828125,1343.699951171875,1323.125,1335.2750244140625,22155934,"2,31,535","2,31,535","12,880","6,017","25,037","19,101","6,766",24.48,2024-09-30,54.51267716152216
2024-10-25,1322.5677490234375,1327.8499755859375,1344.3499755859375,1322.0,1343.5,18597496,"2,31,535","2,31,535","12,880","6,017","25,037","19,101","6,766",24.48,2024-09-30,54.02646033592473
2024-10-28,1329.0418701171875,1334.3499755859375,1353.0,1322.0999755859375,1337.0,10824350,"2,31,535","2,31,535","12,880","6,017","25,037","19,101","6,766",24.48,2024-09-30,54.290926066878576
2024-10-29,1334.66943359375,1340.0,1343.199951171875,1320.300048828125,1328.0999755859375,12008361,"2,31,535","2,31,535","12,880","6,017","25,037","19,101","6,766",24.48,2024-09-30,54.52081019582312
2024-10-30,1338.553955078125,1343.9000244140625,1350.0,1325.3499755859375,1335.0,11984423,"2,31,535","2,31,535","12,880","6,017","25,037","19,101","6,766",24.48,2024-09-30,54.679491629008375
2024-10-31,1326.7510986328125,1332.050048828125,1343.0,1326.1500244140625,1340.0,9331650,"2,31,535","2,31,535","12,880","6,017","25,037","19,101","6,766",24.48,2024-09-30,54.19734880035999
2024-11-01,1333.3248291015625,1338.6500244140625,1341.949951171875,1333.0,1333.050048828125,2127335,"2,31,535","2,31,535","12,880","6,017","25,037","19,101","6,766",24.48,2024-09-30,54.46588354173049
2024-11-04,1296.9700927734375,1302.1500244140625,1340.0,1285.0999755859375,1337.8499755859375,19796890,"2,31,535","2,31,535","12,880","6,017","25,037","19,101","6,766",24.48,2024-09-30,52.980804443359375
2024-11-05,1300.1075439453125,1305.300048828125,1309.550048828125,1286.1500244140625,1293.0,16267479,"2,31,535","2,31,535","12,880","6,017","25,037","19,101","6,766",24.48,2024-09-30,53.108968298419626
2024-11-06,1320.0777587890625,1325.3499755859375,1328.300048828125,1300.199951171875,1310.0,21625209,"2,31,535","2,31,535","12,880","6,017","25,037","19,101","6,766",24.48,2024-09-30,53.92474504857282
2024-11-07,1300.4561767578125,1305.6500244140625,1324.0,1302.5999755859375,1324.0,9611974,"2,31,535","2,31,535","12,880","6,017","25,037","19,101","6,766",24.48,2024-09-30,53.12320983487796
2024-11-08,1278.6431884765625,1283.75,1301.6500244140625,1275.0,1297.6500244140625,19814406,"2,31,535","2,31,535","12,880","6,017","25,037","19,101","6,766",24.48,2024-09-30,52.23215639201644
2024-11-11,1267.6370849609375,1272.699951171875,1286.0,1267.0,1278.949951171875,9056552,"2,31,535","2,31,535","12,880","6,017","25,037","19,101","6,766",24.48,2024-09-30,51.78256066016901
2024-11-12,1269.1810302734375,1274.25,1289.300048828125,1267.5,1275.550048828125,10671091,"2,31,535","2,31,535","12,880","6,017","25,037","19,101","6,766",24.48,2024-09-30,51.84563032162735
2024-11-13,1247.0693359375,1252.050048828125,1275.449951171875,1249.5,1270.25,14633633,"2,31,535","2,31,535","12,880","6,017","25,037","19,101","6,766",24.48,2024-09-30,50.9423748340482
2024-11-14,1262.5574951171875,1267.5999755859375,1272.5999755859375,1251.0999755859375,1253.5999755859375,12612633,"2,31,535","2,31,535","12,880","6,017","25,037","19,101","6,766",24.48,2024-09-30,51.57506107504851
2024-11-18,1255.7347412109375,1260.75,1272.9000244140625,1243.9000244140625,1267.5999755859375,13620611,"2,31,535","2,31,535","12,880","6,017","25,037","19,101","6,766",24.48,2024-09-30,51.296353807636336
2024-11-19,1236.710693359375,1241.6500244140625,1281.5,1235.1500244140625,1260.75,14183746,"2,31,535","2,31,535","12,880","6,017","25,037","19,101","6,766",24.48,2024-09-30,50.51922766990911
2024-11-21,1218.1348876953125,1223.0,1243.949951171875,1217.25,1241.6500244140625,19433843,"2,31,535","2,31,535","12,880","6,017","25,037","19,101","6,766",24.48,2024-09-30,49.760412079056884
2024-11-22,1260.3662109375,1265.4000244140625,1268.8499755859375,1222.449951171875,1229.4000244140625,20471957,"2,31,535","2,31,535","12,880","6,017","25,037","19,101","6,766",24.48,2024-09-30,51.48554783241421
2024-11-25,1281.8802490234375,1287.0,1304.449951171875,1282.449951171875,1290.0,28923341,"2,31,535","2,31,535","12,880","6,017","25,037","19,101","6,766",24.48,2024-09-30,52.364389257493364
2024-11-26,1290.545654296875,1295.699951171875,1297.8499755859375,1284.199951171875,1294.949951171875,9247557,"2,31,535","2,31,535","12,880","6,017","25,037","19,101","6,766",24.48,2024-09-30,52.71836823108149
2024-11-27,1288.0555419921875,1293.199951171875,1303.8499755859375,1286.0,1293.5,9572746,"2,31,535","2,31,535","12,880","6,017","25,037","19,101","6,766",24.48,2024-09-30,52.6166479571972
2024-11-28,1265.7447509765625,1270.800048828125,1296.5999755859375,1269.050048828125,1289.949951171875,15027412,"2,31,535","2,31,535","12,880","6,017","25,037","19,101","6,766",24.48,2024-09-30,51.705259435317096
2024-11-29,1287.0595703125,1292.199951171875,1299.5,1275.25,1280.0,13202307,"2,31,535","2,31,535","12,880","6,017","25,037","19,101","6,766",24.48,2024-09-30,52.575962839562905
2024-12-02,1303.9422607421875,1309.1500244140625,1311.3499755859375,1277.050048828125,1288.0,11024152,"2,31,535","2,31,535","12,880","6,017","25,037","19,101","6,766",24.48,2024-09-30,53.26561522639655
2024-12-03,1318.035888671875,1323.300048828125,1326.800048828125,1307.0,1317.0,16869482,"2,31,535","2,31,535","12,880","6,017","25,037","19,101","6,766",24.48,2024-09-30,53.84133532156352
2024-12-04,1303.742919921875,1308.949951171875,1328.4000244140625,1304.050048828125,1326.0,19608540,"2,31,535","2,31,535","12,880","6,017","25,037","19,101","6,766",24.48,2024-09-30,53.25747221903084
2024-12-05,1316.7908935546875,1322.050048828125,1329.949951171875,1306.1500244140625,1314.3499755859375,16858723,"2,31,535","2,31,535","12,880","6,017","25,037","19,101","6,766",24.48,2024-09-30,53.79047767788756
2024-12-06,1306.3326416015625,1311.550048828125,1323.9000244140625,1310.0,1323.9000244140625,9037514,"2,31,535","2,31,535","12,880","6,017","25,037","19,101","6,766",24.48,2024-09-30,53.3632615033318
2024-12-09,1289.9979248046875,1295.1500244140625,1315.0,1293.0999755859375,1303.0,14650002,"2,31,535","2,31,535","12,880","6,017","25,037","19,101","6,766",24.48,2024-09-30,52.6959936603222
2024-12-10,1279.73876953125,1284.8499755859375,1294.9000244140625,1280.199951171875,1289.25,16043729,"2,31,535","2,31,535","12,880","6,017","25,037","19,101","6,766",24.48,2024-09-30,52.2769105200674
2024-12-11,1273.115234375,1278.199951171875,1290.0,1276.050048828125,1285.0,11724373,"2,31,535","2,31,535","12,880","6,017","25,037","19,101","6,766",24.48,2024-09-30,52.00634127348856
2024-12-12,1257.876220703125,1262.9000244140625,1278.199951171875,1260.5999755859375,1270.0,20906813,"2,31,535","2,31,535","12,880","6,017","25,037","19,101","6,766",24.48,2024-09-30,51.3838325450623
2024-12-13,1267.78662109375,1272.8499755859375,1275.199951171875,1239.5999755859375,1260.0,28630222,"2,31,535","2,31,535","12,880","6,017","25,037","19,101","6,766",24.48,2024-09-30,51.788669162326386
2024-12-16,1263.2547607421875,1268.300048828125,1281.0,1266.550048828125,1275.0,9486781,"2,31,535","2,31,535","12,880","6,017","25,037","19,101","6,766",24.48,2024-09-30,51.603544147965174
2024-12-17,1240.34619140625,1245.300048828125,1263.9000244140625,1242.800048828125,1261.050048828125,17462791,"2,31,535","2,31,535","12,880","6,017","25,037","19,101","6,766",24.48,2024-09-30,50.66773657705269
2024-12-18,1248.2645263671875,1253.25,1259.949951171875,1240.6500244140625,1240.6500244140625,12670179,"2,31,535","2,31,535","12,880","6,017","25,037","19,101","6,766",24.48,2024-09-30,50.99119797251583
2024-12-19,1225.55517578125,1230.449951171875,1244.9000244140625,1229.0,1239.0,14244653,"2,31,535","2,31,535","12,880","6,017","25,037","19,101","6,766",24.48,2024-09-30,50.06352842243668
2024-12-20,1200.50537109375,1205.300048828125,1239.5,1201.5,1224.0,20312896,"2,31,535","2,31,535","12,880","6,017","25,037","19,101","6,766",24.48,2024-09-30,49.04025208716299
2024-12-23,1217.437744140625,1222.300048828125,1227.199951171875,1213.199951171875,1215.0,10052824,"2,31,535","2,31,535","12,880","6,017","25,037","19,101","6,766",24.48,2024-09-30,49.73193399267259
2024-12-24,1217.8858642578125,1222.75,1233.550048828125,1221.0,1222.300048828125,6734917,"2,31,535","2,31,535","12,880","6,017","25,037","19,101","6,766",24.48,2024-09-30,49.75023955301521
2024-12-26,1211.7105712890625,1216.550048828125,1227.699951171875,1214.25,1224.25,10016178,"2,31,535","2,31,535","12,880","6,017","25,037","19,101","6,766",24.48,2024-09-30,49.497980853311375
2024-12-27,1216.1927490234375,1221.050048828125,1227.9000244140625,1217.0,1218.300048828125,7000397,"2,31,535","2,31,535","12,880","6,017","25,037","19,101","6,766",24.48,2024-09-30,49.681076348996626
2024-12-30,1205.8837890625,1210.699951171875,1223.199951171875,1208.0999755859375,1216.4000244140625,8818766,"2,31,535","2,31,535","12,880","6,017","25,037","19,101","6,766",24.48,2024-09-30,49.2599587035335
2024-12-31,1210.6148681640625,1215.449951171875,1219.0999755859375,1206.1500244140625,1208.0,6405475,"2,31,535","2,31,535","12,880","6,017","25,037","19,101","6,766",24.48,2024-09-30,49.45322173872804
2025-01-01,1216.391845703125,1221.25,1226.300048828125,1211.5999755859375,1214.8499755859375,5892590,"2,39,986","2,39,986","13,181","6,179","28,643","21,804","13,532",13.7,2024-12-31,88.78772596373176
2025-01-02,1236.860107421875,1241.800048828125,1244.449951171875,1220.0,1221.25,15486276,"2,39,986","2,39,986","13,181","6,179","28,643","21,804","13,532",13.7,2024-12-31,90.2817596658303
2025-01-03,1246.1729736328125,1251.1500244140625,1262.050048828125,1235.5,1243.9000244140625,15521102,"2,39,986","2,39,986","13,181","6,179","28,643","21,804","13,532",13.7,2024-12-31,90.96153092210311
2025-01-06,1213.15478515625,1218.0,1262.0,1215.0,1253.949951171875,14816766,"2,39,986","2,39,986","13,181","6,179","28,643","21,804","13,532",13.7,2024-12-31,88.55144417198906
2025-01-07,1235.913818359375,1240.8499755859375,1244.5,1221.25,1222.0,10070505,"2,39,986","2,39,986","13,181","6,179","28,643","21,804","13,532",13.7,2024-12-31,90.21268747148723
2025-01-08,1260.4658203125,1265.5,1271.050048828125,1245.3499755859375,1249.0,19346579,"2,39,986","2,39,986","13,181","6,179","28,643","21,804","13,532",13.7,2024-12-31,92.00480440237227
2025-01-09,1249.758544921875,1254.75,1269.75,1248.050048828125,1267.0,12794704,"2,39,986","2,39,986","13,181","6,179","28,643","21,804","13,532",13.7,2024-12-31,91.22325145415147
2025-01-10,1236.959716796875,1241.9000244140625,1256.75,1236.0,1253.8499755859375,8120332,"2,39,986","2,39,986","13,181","6,179","28,643","21,804","13,532",13.7,2024-12-31,90.28903042312956
2025-01-13,1234.9178466796875,1239.8499755859375,1245.25,1226.4000244140625,1230.0,13764861,"2,39,986","2,39,986","13,181","6,179","28,643","21,804","13,532",13.7,2024-12-31,90.13998880873632
2025-01-14,1233.822265625,1238.75,1253.3499755859375,1227.25,1244.0999755859375,13095266,"2,39,986","2,39,986","13,181","6,179","28,643","21,804","13,532",13.7,2024-12-31,90.06001938868613
2025-01-15,1247.2186279296875,1252.199951171875,1257.0,1241.8499755859375,1244.949951171875,9578856,"2,39,986","2,39,986","13,181","6,179","28,643","21,804","13,532",13.7,2024-12-31,91.03785605326186
